tosquarerank,tosquarefile,piece,COUNT(*),turn,Skill
3,7,rook,14814,White,Good
4,0,bishop,13591,Black,Bad
4,0,bishop,11779,Black,Good
4,0,bishop,8141,White,Bad
4,0,bishop,8832,White,Good
4,0,king,7830,Black,Bad
4,0,king,8761,Black,Good
4,0,king,5601,White,Bad
4,0,king,7461,White,Good
4,0,knight,23636,Black,Bad
4,0,knight,32049,Black,Good
4,0,knight,6571,White,Bad
4,0,knight,9567,White,Good
4,0,pawn,85726,Black,Bad
4,0,pawn,144371,Black,Good
4,0,pawn,35167,White,Bad
4,0,pawn,59047,White,Good
4,0,queen,38212,Black,Bad
4,0,queen,57366,Black,Good
4,0,queen,11188,White,Bad
4,0,queen,12793,White,Good
4,0,rook,10187,Black,Bad
4,0,rook,16264,Black,Good
4,0,rook,13242,White,Bad
4,0,rook,20733,White,Good
4,1,bishop,20838,Black,Bad
4,1,bishop,26234,Black,Good
4,1,bishop,103697,White,Bad
4,1,bishop,81671,White,Good
4,1,king,13654,Black,Bad
4,1,king,18509,Black,Good
4,1,king,10092,White,Bad
4,1,king,15584,White,Good
4,1,knight,8736,Black,Bad
4,1,knight,12811,Black,Good
4,1,knight,55991,White,Bad
4,1,knight,56836,White,Good
4,1,pawn,138510,Black,Bad
4,1,pawn,201987,Black,Good
4,1,pawn,54181,White,Bad
4,1,pawn,89725,White,Good
4,1,queen,16427,Black,Bad
4,1,queen,19752,Black,Good
4,1,queen,24556,White,Bad
4,1,queen,22612,White,Good
4,1,rook,9167,Black,Bad
4,1,rook,16311,Black,Good
4,1,rook,11807,White,Bad
4,1,rook,20822,White,Good
4,2,bishop,96877,Black,Bad
4,2,bishop,99604,Black,Good
4,2,bishop,21087,White,Bad
4,2,bishop,36455,White,Good
4,2,king,18093,Black,Bad
4,2,king,28646,Black,Good
4,2,king,11571,White,Bad
4,2,king,20106,White,Good
4,2,knight,36022,Black,Bad
4,2,knight,72225,Black,Good
4,2,knight,28998,White,Bad
4,2,knight,49111,White,Good
4,2,pawn,170751,Black,Bad
4,2,pawn,254950,Black,Good
4,2,pawn,66133,White,Bad
4,2,pawn,114460,White,Good
4,2,queen,26844,Black,Bad
4,2,queen,41174,Black,Good
4,2,queen,17390,White,Bad
4,2,queen,22902,White,Good
4,2,rook,11071,Black,Bad
4,2,rook,24110,Black,Good
4,2,rook,14295,White,Bad
4,2,rook,27637,White,Good
4,3,bishop,30681,Black,Bad
4,3,bishop,56896,Black,Good
4,3,bishop,44726,White,Bad
4,3,bishop,57594,White,Good
4,3,king,19531,Black,Bad
4,3,king,35503,Black,Good
4,3,king,11876,White,Bad
4,3,king,21620,White,Good
4,3,knight,88361,Black,Bad
4,3,knight,153529,Black,Good
4,3,knight,92774,White,Bad
4,3,knight,108668,White,Good
4,3,pawn,306223,Black,Bad
4,3,pawn,384140,Black,Good
4,3,pawn,169374,White,Bad
4,3,pawn,269444,White,Good
4,3,queen,54300,Black,Bad
4,3,queen,65741,Black,Good
4,3,queen,37843,White,Bad
4,3,queen,45834,White,Good
4,3,rook,17367,Black,Bad
4,3,rook,32620,Black,Good
4,3,rook,19235,White,Bad
4,3,rook,34937,White,Good
4,4,bishop,38577,Black,Bad
4,4,bishop,71977,Black,Good
4,4,bishop,33210,White,Bad
4,4,bishop,55089,White,Good
4,4,king,21861,Black,Bad
4,4,king,43987,Black,Good
4,4,king,13369,White,Bad
4,4,king,23965,White,Good
4,4,knight,95349,Black,Bad
4,4,knight,167357,Black,Good
4,4,knight,124263,White,Bad
4,4,knight,169721,White,Good
4,4,pawn,308907,Black,Bad
4,4,pawn,329465,Black,Good
4,4,pawn,165611,White,Bad
4,4,pawn,244698,White,Good
4,4,queen,39357,Black,Bad
4,4,queen,54016,Black,Good
4,4,queen,36130,White,Bad
4,4,queen,37687,White,Good
4,4,rook,18812,Black,Bad
4,4,rook,32722,Black,Good
4,4,rook,22693,White,Bad
4,4,rook,35403,White,Good
4,5,bishop,69612,Black,Bad
4,5,bishop,114071,Black,Good
4,5,bishop,18470,White,Bad
4,5,bishop,34625,White,Good
4,5,king,24551,Black,Bad
4,5,king,43222,Black,Good
4,5,king,13979,White,Bad
4,5,king,24456,White,Good
4,5,knight,35996,Black,Bad
4,5,knight,59593,Black,Good
4,5,knight,32576,White,Bad
4,5,knight,53591,White,Good
4,5,pawn,111799,Black,Bad
4,5,pawn,209945,Black,Good
4,5,pawn,53403,White,Bad
4,5,pawn,113073,White,Good
4,5,queen,25080,Black,Bad
4,5,queen,37078,Black,Good
4,5,queen,22877,White,Bad
4,5,queen,31857,White,Good
4,5,rook,14886,Black,Bad
4,5,rook,27671,Black,Good
4,5,rook,14404,White,Bad
4,5,rook,25601,White,Good
4,6,bishop,26015,Black,Bad
4,6,bishop,34971,Black,Good
4,6,bishop,116089,White,Bad
4,6,bishop,157364,White,Good
4,6,king,21561,Black,Bad
4,6,king,35499,Black,Good
4,6,king,14252,White,Bad
4,6,king,23448,White,Good
4,6,knight,14393,Black,Bad
4,6,knight,21209,Black,Good
4,6,knight,76987,White,Bad
4,6,knight,85218,White,Good
4,6,pawn,105274,Black,Bad
4,6,pawn,156203,Black,Good
4,6,pawn,48506,White,Bad
4,6,pawn,88961,White,Good
4,6,queen,40639,Black,Bad
4,6,queen,45004,Black,Good
4,6,queen,23809,White,Bad
4,6,queen,34787,White,Good
4,6,rook,10450,Black,Bad
4,6,rook,16674,Black,Good
4,6,rook,11070,White,Bad
4,6,rook,17945,White,Good
4,7,bishop,16276,Black,Bad
4,7,bishop,31361,Black,Good
4,7,bishop,12083,White,Bad
4,7,bishop,14159,White,Good
4,7,king,13312,Black,Bad
4,7,king,18280,Black,Good
4,7,king,8767,White,Bad
4,7,king,12859,White,Good
4,7,knight,25247,Black,Bad
4,7,knight,46134,Black,Good
4,7,knight,8377,White,Bad
4,7,knight,16083,White,Good
4,7,pawn,78794,Black,Bad
4,7,pawn,145624,Black,Good
4,7,pawn,35771,White,Bad
4,7,pawn,79874,White,Good
4,7,queen,13981,Black,Bad
4,7,queen,24626,Black,Good
4,7,queen,56623,White,Bad
4,7,queen,44104,White,Good
4,7,rook,9458,Black,Bad
4,7,rook,14148,Black,Good
4,7,rook,11340,White,Bad
4,7,rook,17640,White,Good
5,0,bishop,26815,Black,Bad
5,0,bishop,37340,Black,Good
5,0,bishop,13984,White,Bad
5,0,bishop,16389,White,Good
5,0,king,8763,Black,Bad
5,0,king,9597,Black,Good
5,0,king,4342,White,Bad
5,0,king,6211,White,Good
5,0,knight,27999,Black,Bad
5,0,knight,26310,Black,Good
5,0,knight,4250,White,Bad
5,0,knight,5226,White,Good
5,0,pawn,123651,Black,Bad
5,0,pawn,180947,Black,Good
5,0,pawn,17237,White,Bad
5,0,pawn,27583,White,Good
5,0,queen,7297,Black,Bad
5,0,queen,12084,Black,Good
5,0,queen,13364,White,Bad
5,0,queen,14252,White,Good
5,0,rook,10283,Black,Bad
5,0,rook,15736,Black,Good
5,0,rook,16499,White,Bad
5,0,rook,27981,White,Good
5,1,bishop,22181,Black,Bad
5,1,bishop,29475,Black,Good
5,1,bishop,8556,White,Bad
5,1,bishop,15991,White,Good
5,1,king,20521,Black,Bad
5,1,king,24965,Black,Good
5,1,king,7044,White,Bad
5,1,king,11653,White,Good
5,1,knight,20184,Black,Bad
5,1,knight,60731,Black,Good
5,1,knight,11473,White,Bad
5,1,knight,16854,White,Good
5,1,pawn,102107,Black,Bad
5,1,pawn,153567,Black,Good
5,1,pawn,18044,White,Bad
5,1,pawn,33058,White,Good
5,1,queen,42109,Black,Bad
5,1,queen,92931,Black,Good
5,1,queen,10018,White,Bad
5,1,queen,17139,White,Good
5,1,rook,9828,Black,Bad
5,1,rook,18268,Black,Good
5,1,rook,12999,White,Bad
5,1,rook,26482,White,Good
5,2,bishop,34404,Black,Bad
5,2,bishop,52810,Black,Good
5,2,bishop,52229,White,Bad
5,2,bishop,50258,White,Good
5,2,king,28142,Black,Bad
5,2,king,38605,Black,Good
5,2,king,7944,White,Bad
5,2,king,13643,White,Good
5,2,knight,299945,Black,Bad
5,2,knight,322294,Black,Good
5,2,knight,35271,White,Bad
5,2,knight,52526,White,Good
5,2,pawn,176309,Black,Bad
5,2,pawn,238976,Black,Good
5,2,pawn,29158,White,Bad
5,2,pawn,42458,White,Good
5,2,queen,27137,Black,Bad
5,2,queen,41419,Black,Good
5,2,queen,24350,White,Bad
5,2,queen,25120,White,Good
5,2,rook,11360,Black,Bad
5,2,rook,26445,Black,Good
5,2,rook,17005,White,Bad
5,2,rook,32461,White,Good
5,3,bishop,89302,Black,Bad
5,3,bishop,137050,Black,Good
5,3,bishop,20082,White,Bad
5,3,bishop,35773,White,Good
5,3,king,35333,Black,Bad
5,3,king,58826,Black,Good
5,3,king,8184,White,Bad
5,3,king,14103,White,Good
5,3,knight,14606,Black,Bad
5,3,knight,30573,Black,Good
5,3,knight,34442,White,Bad
5,3,knight,51455,White,Good
5,3,pawn,171944,Black,Bad
5,3,pawn,187782,Black,Good
5,3,pawn,30740,White,Bad
5,3,pawn,54110,White,Good
5,3,queen,50196,Black,Bad
5,3,queen,74151,Black,Good
5,3,queen,20123,White,Bad
5,3,queen,27869,White,Good
5,3,rook,17136,Black,Bad
5,3,rook,34503,Black,Good
5,3,rook,21434,White,Bad
5,3,rook,38558,White,Good
5,4,bishop,84483,Black,Bad
5,4,bishop,126147,Black,Good
5,4,bishop,26524,White,Bad
5,4,bishop,30983,White,Good
5,4,king,41033,Black,Bad
5,4,king,70216,Black,Good
5,4,king,7987,White,Bad
5,4,king,13906,White,Good
5,4,knight,15918,Black,Bad
5,4,knight,35559,Black,Good
5,4,knight,31858,White,Bad
5,4,knight,45960,White,Good
5,4,pawn,186274,Black,Bad
5,4,pawn,236523,Black,Good
5,4,pawn,27549,White,Bad
5,4,pawn,51266,White,Good
5,4,queen,34909,Black,Bad
5,4,queen,45645,Black,Good
5,4,queen,24165,White,Bad
5,4,queen,32463,White,Good
5,4,rook,18493,Black,Bad
5,4,rook,36019,Black,Good
5,4,rook,20685,White,Bad
5,4,rook,34326,White,Good
5,5,bishop,47217,Black,Bad
5,5,bishop,93054,Black,Good
5,5,bishop,54208,White,Bad
5,5,bishop,71594,White,Good
5,5,king,42591,Black,Bad
5,5,king,85705,Black,Good
5,5,king,8703,White,Bad
5,5,king,15249,White,Good
5,5,knight,335711,Black,Bad
5,5,knight,469539,Black,Good
5,5,knight,33199,White,Bad
5,5,knight,49823,White,Good
5,5,pawn,129102,Black,Bad
5,5,pawn,153867,Black,Good
5,5,pawn,31573,White,Bad
5,5,pawn,55370,White,Good
5,5,queen,80292,Black,Bad
5,5,queen,84401,Black,Good
5,5,queen,23785,White,Bad
5,5,queen,29910,White,Good
5,5,rook,17934,Black,Bad
5,5,rook,37153,Black,Good
5,5,rook,15762,White,Bad
5,5,rook,27673,White,Good
5,6,bishop,17632,Black,Bad
5,6,bishop,46223,Black,Good
5,6,bishop,11467,White,Bad
5,6,bishop,24659,White,Good
5,6,king,37535,Black,Bad
5,6,king,65787,Black,Good
5,6,king,7929,White,Bad
5,6,king,14395,White,Good
5,6,knight,23496,Black,Bad
5,6,knight,50397,Black,Good
5,6,knight,16240,White,Bad
5,6,knight,24330,White,Good
5,6,pawn,141303,Black,Bad
5,6,pawn,271432,Black,Good
5,6,pawn,19651,White,Bad
5,6,pawn,47493,White,Good
5,6,queen,26423,Black,Bad
5,6,queen,35086,Black,Good
5,6,queen,16893,White,Bad
5,6,queen,26816,White,Good
5,6,rook,11656,Black,Bad
5,6,rook,20281,Black,Good
5,6,rook,10774,White,Bad
5,6,rook,20100,White,Good
5,7,bishop,18683,Black,Bad
5,7,bishop,24895,Black,Good
5,7,bishop,31321,White,Bad
5,7,bishop,41753,White,Good
5,7,king,20763,Black,Bad
5,7,king,36484,Black,Good
5,7,king,5364,White,Bad
5,7,king,8477,White,Good
5,7,knight,31145,Black,Bad
5,7,knight,22447,Black,Good
5,7,knight,5809,White,Bad
5,7,knight,8877,White,Good
5,7,pawn,129869,Black,Bad
5,7,pawn,185391,Black,Good
5,7,pawn,15638,White,Bad
5,7,pawn,29764,White,Good
5,7,queen,10079,Black,Bad
5,7,queen,14959,Black,Good
5,7,queen,18260,White,Bad
5,7,queen,27283,White,Good
5,7,rook,9255,Black,Bad
5,7,rook,13233,Black,Good
5,7,rook,12955,White,Bad
5,7,rook,18624,White,Good
6,0,bishop,4204,Black,Bad
6,0,bishop,7456,Black,Good
6,0,bishop,6388,White,Bad
6,0,bishop,7277,White,Good
6,0,king,8533,Black,Bad
6,0,king,10764,Black,Good
6,0,king,2874,White,Bad
6,0,king,4102,White,Good
6,0,knight,3311,Black,Bad
6,0,knight,4414,Black,Good
6,0,knight,6456,White,Bad
6,0,knight,5144,White,Good
6,0,pawn,9285,White,Bad
6,0,pawn,13678,White,Good
6,0,queen,3939,Black,Bad
6,0,queen,8914,Black,Good
6,0,queen,16424,White,Bad
6,0,queen,15861,White,Good
6,0,rook,11979,Black,Bad
6,0,rook,18968,Black,Good
6,0,rook,25046,White,Bad
6,0,rook,43270,White,Good
6,1,bishop,68984,Black,Bad
6,1,bishop,116017,Black,Good
6,1,bishop,12652,White,Bad
6,1,bishop,20197,White,Good
6,1,king,22160,Black,Bad
6,1,king,24729,Black,Good
6,1,king,4686,White,Bad
6,1,king,7568,White,Good
6,1,knight,3098,Black,Bad
6,1,knight,6150,Black,Good
6,1,knight,7508,White,Bad
6,1,knight,10063,White,Good
6,1,pawn,7905,White,Bad
6,1,pawn,13377,White,Good
6,1,queen,9770,Black,Bad
6,1,queen,24642,Black,Good
6,1,queen,28119,White,Bad
6,1,queen,26829,White,Good
6,1,rook,10184,Black,Bad
6,1,rook,22150,Black,Good
6,1,rook,24789,White,Bad
6,1,rook,46561,White,Good
6,2,bishop,9529,Black,Bad
6,2,bishop,23471,Black,Good
6,2,bishop,11016,White,Bad
6,2,bishop,12017,White,Good
6,2,king,36684,Black,Bad
6,2,king,46233,Black,Good
6,2,king,4628,White,Bad
6,2,king,7628,White,Good
6,2,knight,7942,Black,Bad
6,2,knight,20143,Black,Good
6,2,knight,27856,White,Bad
6,2,knight,18740,White,Good
6,2,pawn,8130,White,Bad
6,2,pawn,12734,White,Good
6,2,queen,43246,Black,Bad
6,2,queen,138812,Black,Good
6,2,queen,20213,White,Bad
6,2,queen,21401,White,Good
6,2,rook,13590,Black,Bad
6,2,rook,37967,Black,Good
6,2,rook,25876,White,Bad
6,2,rook,47986,White,Good
6,3,bishop,90787,Black,Bad
6,3,bishop,118718,Black,Good
6,3,bishop,21407,White,Bad
6,3,bishop,19106,White,Good
6,3,king,65501,Black,Bad
6,3,king,68866,Black,Good
6,3,king,3967,White,Bad
6,3,king,6699,White,Good
6,3,knight,103189,Black,Bad
6,3,knight,259852,Black,Good
6,3,knight,16881,White,Bad
6,3,knight,25862,White,Good
6,3,pawn,7551,White,Bad
6,3,pawn,14858,White,Good
6,3,queen,61470,Black,Bad
6,3,queen,97293,Black,Good
6,3,queen,19250,White,Bad
6,3,queen,22011,White,Good
6,3,rook,23413,Black,Bad
6,3,rook,52080,Black,Good
6,3,rook,28718,White,Bad
6,3,rook,51327,White,Good
6,4,bishop,121828,Black,Bad
6,4,bishop,202054,Black,Good
6,4,bishop,21131,White,Bad
6,4,bishop,28471,White,Good
6,4,king,74999,Black,Bad
6,4,king,99810,Black,Good
6,4,king,4128,White,Bad
6,4,king,6871,White,Good
6,4,knight,82106,Black,Bad
6,4,knight,114608,Black,Good
6,4,knight,18251,White,Bad
6,4,knight,23397,White,Good
6,4,pawn,7217,White,Bad
6,4,pawn,12854,White,Good
6,4,queen,84759,Black,Bad
6,4,queen,117484,Black,Good
6,4,queen,20042,White,Bad
6,4,queen,22619,White,Good
6,4,rook,21459,Black,Bad
6,4,rook,48906,Black,Good
6,4,rook,28216,White,Bad
6,4,rook,43722,White,Good
6,5,bishop,6336,Black,Bad
6,5,bishop,16510,Black,Good
6,5,bishop,22343,White,Bad
6,5,bishop,18763,White,Good
6,5,king,75297,Black,Bad
6,5,king,121187,Black,Good
6,5,king,4233,White,Bad
6,5,king,7651,White,Good
6,5,knight,7890,Black,Bad
6,5,knight,13676,Black,Good
6,5,knight,29256,White,Bad
6,5,knight,23661,White,Good
6,5,pawn,7170,White,Bad
6,5,pawn,13292,White,Good
6,5,queen,14161,Black,Bad
6,5,queen,32036,Black,Good
6,5,queen,29560,White,Bad
6,5,queen,26325,White,Good
6,5,rook,25016,Black,Bad
6,5,rook,49364,Black,Good
6,5,rook,22454,White,Bad
6,5,rook,39109,White,Good
6,6,bishop,68179,Black,Bad
6,6,bishop,167151,Black,Good
6,6,bishop,13398,White,Bad
6,6,bishop,30277,White,Good
6,6,king,63883,Black,Bad
6,6,king,148747,Black,Good
6,6,king,4340,White,Bad
6,6,king,7692,White,Good
6,6,knight,3154,Black,Bad
6,6,knight,9619,Black,Good
6,6,knight,5927,White,Bad
6,6,knight,7896,White,Good
6,6,pawn,6981,White,Bad
6,6,pawn,13032,White,Good
6,6,queen,8695,Black,Bad
6,6,queen,18707,Black,Good
6,6,queen,23754,White,Bad
6,6,queen,20402,White,Good
6,6,rook,10702,Black,Bad
6,6,rook,19490,Black,Good
6,6,rook,17826,White,Bad
6,6,rook,28439,White,Good
6,7,bishop,2689,Black,Bad
6,7,bishop,7362,Black,Good
6,7,bishop,7184,White,Bad
6,7,bishop,11517,White,Good
6,7,king,36123,Black,Bad
6,7,king,80253,Black,Good
6,7,king,2927,White,Bad
6,7,king,4904,White,Good
6,7,knight,6373,Black,Bad
6,7,knight,13267,Black,Good
6,7,knight,5192,White,Bad
6,7,knight,4909,White,Good
6,7,pawn,7542,White,Bad
6,7,pawn,12443,White,Good
6,7,queen,3081,Black,Bad
6,7,queen,5252,Black,Good
6,7,queen,19638,White,Bad
6,7,queen,18503,White,Good
6,7,rook,8626,Black,Bad
6,7,rook,10984,Black,Good
6,7,rook,18404,White,Bad
6,7,rook,26909,White,Good
7,0,bishop,2832,Black,Bad
7,0,bishop,6414,Black,Good
7,0,bishop,7897,White,Bad
7,0,bishop,6445,White,Good
7,0,king,6252,Black,Bad
7,0,king,8080,Black,Good
7,0,king,1242,White,Bad
7,0,king,1848,White,Good
7,0,knight,580,Black,Bad
7,0,knight,1499,Black,Good
7,0,knight,9123,White,Bad
7,0,knight,4906,White,Good
7,0,pawn,5543,White,Bad
7,0,pawn,7299,White,Good
7,0,queen,6074,Black,Bad
7,0,queen,8583,Black,Good
7,0,queen,15813,White,Bad
7,0,queen,10481,White,Good
7,0,rook,23683,Black,Bad
7,0,rook,40046,Black,Good
7,0,rook,16282,White,Bad
7,0,rook,23859,White,Good
7,1,bishop,1937,Black,Bad
7,1,bishop,7420,Black,Good
7,1,bishop,3794,White,Bad
7,1,bishop,4883,White,Good
7,1,king,25307,Black,Bad
7,1,king,31012,Black,Good
7,1,king,1755,White,Bad
7,1,king,2849,White,Good
7,1,knight,6227,Black,Bad
7,1,knight,13116,Black,Good
7,1,knight,1676,White,Bad
7,1,knight,2400,White,Good
7,1,pawn,3836,White,Bad
7,1,pawn,5949,White,Good
7,1,queen,7309,Black,Bad
7,1,queen,15726,Black,Good
7,1,queen,8173,White,Bad
7,1,queen,9071,White,Good
7,1,rook,65553,Black,Bad
7,1,rook,109481,Black,Good
7,1,rook,12600,White,Bad
7,1,rook,20649,White,Good
7,2,bishop,10987,Black,Bad
7,2,bishop,25820,Black,Good
7,2,bishop,4025,White,Bad
7,2,bishop,6468,White,Good
7,2,king,67599,Black,Bad
7,2,king,65420,Black,Good
7,2,king,1550,White,Bad
7,2,king,2563,White,Good
7,2,knight,3736,Black,Bad
7,2,knight,8879,Black,Good
7,2,knight,5193,White,Bad
7,2,knight,7305,White,Good
7,2,pawn,3781,White,Bad
7,2,pawn,5605,White,Good
7,2,queen,13015,Black,Bad
7,2,queen,28236,Black,Good
7,2,queen,10356,White,Bad
7,2,queen,12672,White,Good
7,2,rook,76817,Black,Bad
7,2,rook,191612,Black,Good
7,2,rook,15329,White,Bad
7,2,rook,32479,White,Good
7,3,bishop,7725,Black,Bad
7,3,bishop,16624,Black,Good
7,3,bishop,7073,White,Bad
7,3,bishop,8485,White,Good
7,3,king,49505,Black,Bad
7,3,king,37530,Black,Good
7,3,king,1448,White,Bad
7,3,king,2343,White,Good
7,3,knight,6294,Black,Bad
7,3,knight,10881,Black,Good
7,3,knight,6412,White,Bad
7,3,knight,6678,White,Good
7,3,pawn,3082,White,Bad
7,3,pawn,5281,White,Good
7,3,queen,23484,Black,Bad
7,3,queen,43464,Black,Good
7,3,queen,24252,White,Bad
7,3,queen,26569,White,Good
7,3,rook,115217,Black,Bad
7,3,rook,218922,Black,Good
7,3,rook,28356,White,Bad
7,3,rook,45669,White,Good
7,4,bishop,5296,Black,Bad
7,4,bishop,15639,Black,Good
7,4,bishop,3371,White,Bad
7,4,bishop,5735,White,Good
7,4,king,35775,Black,Bad
7,4,king,39279,Black,Good
7,4,king,1524,White,Bad
7,4,king,2503,White,Good
7,4,knight,6551,Black,Bad
7,4,knight,23532,Black,Good
7,4,knight,4401,White,Bad
7,4,knight,6252,White,Good
7,4,pawn,2747,White,Bad
7,4,pawn,4668,White,Good
7,4,queen,15921,Black,Bad
7,4,queen,30562,Black,Good
7,4,queen,12233,White,Bad
7,4,queen,15103,White,Good
7,4,rook,140052,Black,Bad
7,4,rook,236908,Black,Good
7,4,rook,26075,White,Bad
7,4,rook,37564,White,Good
7,5,bishop,10926,Black,Bad
7,5,bishop,35915,Black,Good
7,5,bishop,8285,White,Bad
7,5,bishop,12344,White,Good
7,5,king,56617,Black,Bad
7,5,king,92983,Black,Good
7,5,king,1475,White,Bad
7,5,king,2660,White,Good
7,5,knight,5263,Black,Bad
7,5,knight,24133,Black,Good
7,5,knight,6405,White,Bad
7,5,knight,8563,White,Good
7,5,pawn,3167,White,Bad
7,5,pawn,4851,White,Good
7,5,queen,9199,Black,Bad
7,5,queen,16586,Black,Good
7,5,queen,10047,White,Bad
7,5,queen,10751,White,Good
7,5,rook,58661,Black,Bad
7,5,rook,90085,Black,Good
7,5,rook,15578,White,Bad
7,5,rook,26624,White,Good
7,6,bishop,902,Black,Bad
7,6,bishop,2573,Black,Good
7,6,bishop,4257,White,Bad
7,6,bishop,3488,White,Good
7,6,king,228117,Black,Bad
7,6,king,421315,Black,Good
7,6,king,1772,White,Bad
7,6,king,2982,White,Good
7,6,knight,5628,Black,Bad
7,6,knight,9877,Black,Good
7,6,knight,1542,White,Bad
7,6,knight,1496,White,Good
7,6,pawn,3132,White,Bad
7,6,pawn,4988,White,Good
7,6,queen,2977,Black,Bad
7,6,queen,4278,Black,Good
7,6,queen,8814,White,Bad
7,6,queen,7362,White,Good
7,6,rook,47704,Black,Bad
7,6,rook,59079,Black,Good
7,6,rook,8716,White,Bad
7,6,rook,14076,White,Good
7,7,bishop,1968,Black,Bad
7,7,bishop,5674,Black,Good
7,7,bishop,4876,White,Bad
7,7,bishop,2664,White,Good
7,7,king,40670,Black,Bad
7,7,king,83266,Black,Good
7,7,king,1207,White,Bad
7,7,king,1949,White,Good
7,7,knight,559,Black,Bad
7,7,knight,1380,Black,Good
7,7,knight,7370,White,Bad
7,7,knight,2979,White,Good
7,7,pawn,4328,White,Bad
7,7,pawn,6045,White,Good
7,7,queen,2276,Black,Bad
7,7,queen,2920,Black,Good
7,7,queen,15895,White,Bad
7,7,queen,10823,White,Good
7,7,rook,16564,Black,Bad
7,7,rook,29109,Black,Good
7,7,rook,11640,White,Bad
7,7,rook,17784,White,Good
